iso3c	year	births	schooling	population	continent	skilled	hexp
AFG	1960	7.282	0.092	9035043	Asia	NA	NA
AFG	1965	7.305	0.1	10036008	Asia	NA	NA
AFG	1970	7.4	0.166	11290128	Asia	NA	NA
AFG	1975	7.542	0.23	12773954	Asia	NA	NA
AFG	1980	7.643	0.356	13169311	Asia	NA	NA
AFG	1985	7.55	0.539	11426852	Asia	NA	NA
AFG	1990	7.576	0.726	12045660	Asia	NA	NA
AFG	1995	7.767	0.957	17065836	Asia	NA	NA
AFG	2000	7.566	1.248	20130327	Asia	12.4	NA
AFG	2005	6.858	1.438	24404567	Asia	NA	9.94828892
AFG	2010	6.195	2.137	28284089	Asia	34.3	8.56967163
AFG	2015	5.652	3.199	33831764	Asia	50.5	10.10534763
ALB	1960	6.383	2.679	1608800	Europe	NA	NA
ALB	1965	5.474	3.046	1864791	Europe	NA	NA
ALB	1970	5.158	4.016	2135479	Europe	NA	NA
ALB	1975	4.566	5.187	2404831	Europe	NA	NA
ALB	1980	3.59	6.419	2671997	Europe	NA	NA
ALB	1985	3.214	7.471	2964762	Europe	NA	NA
ALB	1990	3.014	8.224	3286542	Europe	93	NA
ALB	1995	2.762	8.29	3187784	Europe	89.1	NA
ALB	2000	2.217	9.753	3089027	Europe	99.1	5.9441976500000004
ALB	2005	1.787	10.138	3011487	Europe	99.8	5.72954512
ALB	2010	1.653	10.386	2913021	Europe	NA	6.23667669
ALB	2015	1.631	10.822	2731293	Europe	NA	6.46411896
DZA	1965	7.711	0.576	12365976	Africa	NA	NA
DZA	1970	7.704	0.851	13783719	Africa	NA	NA
DZA	1975	7.485	1.332	15678596	Africa	NA	NA
DZA	1980	6.994	1.954	18607174	Africa	NA	NA
DZA	1985	6.035	3.016	22008544	Africa	NA	NA
DZA	1990	4.509	3.792	25375810	Africa	NA	NA
DZA	1995	3.487	4.691	28470191	Africa	NA	NA
DZA	2000	2.59	5.276	30903893	Africa	92	3.21485448
DZA	2005	2.562	5.941	33109249	Africa	NA	3.1188612
DZA	2010	2.875	6.712	36188236	Africa	NA	4.64001417
DZA	2015	3.091	7.62	40019529	Africa	NA	6.3343544
AND	1960	2.545	NA	9510	Europe	NA	NA
AND	1965	2.715	NA	13634	Europe	NA	NA
AND	1970	2.787	NA	19977	Europe	NA	NA
AND	1975	2.458	NA	27773	Europe	NA	NA
AND	1980	1.83	NA	35782	Europe	NA	NA
AND	1985	1.434	NA	43825	Europe	NA	NA
AND	1990	1.401	NA	52597	Europe	NA	NA
AND	1995	1.319	NA	63912	Europe	NA	NA
AND	2000	1.273	NA	65685	Europe	NA	5.95276403
AND	2005	1.224	NA	77421	Europe	NA	5.59476948
AND	2010	1.275	NA	80706	Europe	NA	7.67537737
AND	2015	1.223	NA	72174	Europe	100	6.91586447
AGO	1980	7.459	NA	8133872	Africa	NA	NA
AGO	1985	7.451	NA	9779120	Africa	NA	NA
AGO	1990	7.272	NA	11626360	Africa	NA	NA
AGO	1995	6.918	NA	13699778	Africa	NA	NA
AGO	2000	6.639	NA	16194869	Africa	NA	1.90859938
AGO	2005	6.461	NA	19291161	Africa	NA	2.85219526
AGO	2010	6.194	NA	23294825	Africa	NA	2.69509959
AGO	2015	5.774	NA	28157798	Africa	NA	2.60579467
ATG	1985	2.151	NA	64591	Americas	NA	NA
ATG	1990	2.249	NA	63066	Americas	NA	NA
ATG	1995	2.159	NA	68189	Americas	100	NA
ATG	2000	2.196	NA	74912	Americas	99.9	4.71542597
ATG	2005	1.832	NA	79611	Americas	99.9	4.99094057
ATG	2010	1.785	NA	85320	Americas	100	5.37907028
ATG	2015	1.567	NA	89409	Americas	100	5.27965546
AZE	1995	2.29	NA	7684850	Asia	91.5	NA
AZE	2000	2	NA	8048600	Asia	80.7	2.89007497
AZE	2005	2	NA	8391850	Asia	94.4	2.22960997
AZE	2010	1.92	NA	9054332	Asia	99.4	2.64634848
AZE	2015	1.94	NA	9649341	Asia	99.8	4.34131384
ARG	1960	3.136	5.534	20386045	Americas	NA	NA
ARG	1965	3.005	5.886	22112629	Americas	NA	NA
ARG	1970	3.085	6.377	23878327	Americas	NA	NA
ARG	1975	3.271	6.959	25874107	Americas	NA	NA
ARG	1980	3.301	7.348	28011596	Americas	NA	NA
ARG	1985	3.066	8.085	30336441	Americas	NA	NA
ARG	1990	3.034	8.795	32755901	Americas	96.9	NA
ARG	1995	2.864	9.07	35070020	Americas	98.5	NA
ARG	2000	2.591	9.295	37213984	Americas	99.1	8.22001076
ARG	2005	2.426	9.693	39216789	Americas	99.1	7.61078882
ARG	2010	2.411	10.708	41288694	Americas	95	9.44546413
ARG	2015	2.35	10.43	43477012	Americas	99.6	10.22933674
AUS	1960	3.453	8.545	10276477	Oceania	NA	NA
AUS	1965	2.977	8.971	11388000	Oceania	NA	NA
AUS	1970	2.859	9.645	12507000	Oceania	NA	NA
AUS	1975	2.148	10.512	13893000	Oceania	NA	NA
AUS	1980	1.891	11.272	14692000	Oceania	NA	NA
AUS	1985	1.923	11.316	15788312	Oceania	NA	NA
AUS	1990	1.902	11.36	17065128	Oceania	NA	NA
AUS	1995	1.822	11.482	18004882	Oceania	99.3	NA
AUS	2000	1.756	11.388	19028802	Oceania	99.3	7.58869076
AUS	2005	1.807	11.781	20176844	Oceania	99.4	7.9648633
AUS	2010	1.928	12.49	22031750	Oceania	99.1	8.41878414
AUS	2015	1.814	12.511	23815995	Oceania	98.8	10.17367649
AUT	1960	2.69	5.433	7047539	Europe	NA	NA
AUT	1965	2.7	5.932	7270889	Europe	NA	NA
AUT	1970	2.29	6.394	7467086	Europe	NA	NA
AUT	1975	1.83	6.578	7578903	Europe	NA	NA
AUT	1980	1.65	6.767	7549433	Europe	NA	NA
AUT	1985	1.47	7.066	7564985	Europe	NA	NA
AUT	1990	1.46	7.573	7677850	Europe	NA	NA
AUT	1995	1.42	8.291	7948278	Europe	NA	NA
AUT	2000	1.36	8.849	8011566	Europe	98.3	9.20371342
AUT	2005	1.41	9.357	8227829	Europe	98.6	9.62702942
AUT	2010	1.44	9.696	8363404	Europe	98.5	10.22101879
AUT	2015	1.49	10.452	8642699	Europe	98.5	10.36746693
BHS	1975	3.424	NA	209886	Americas	NA	NA
BHS	1980	2.842	NA	232526	Americas	NA	NA
BHS	1985	2.546	NA	253154	Americas	NA	NA
BHS	1990	2.52	NA	275945	Americas	99	NA
BHS	1995	2.419	NA	301461	Americas	99	NA
BHS	2000	2.06	NA	323835	Americas	99	3.80487037
BHS	2005	2.008	NA	343894	Americas	98.7	4.03196478
BHS	2010	1.837	NA	367478	Americas	99.1	5.25594234
BHS	2015	1.574	NA	385346	Americas	98	5.24419451
BHR	1975	5.618	3.517	283243	Asia	NA	NA
BHR	1980	4.762	4.56	358978	Asia	NA	NA
BHR	1985	4.281	5.527	430358	Asia	NA	NA
BHR	1990	3.817	6.68	514797	Asia	NA	NA
BHR	1995	3.128	7.318	558879	Asia	97.6	NA
BHR	2000	2.798	7.884	637582	Asia	97.7	3.33542562
BHR	2005	2.67	7.623	888822	Asia	97.5	3.25870824
BHR	2010	1.987	7.417	1228543	Asia	99.3	4.08934975
BHR	2015	2.113	9.256	1370322	Asia	99.9	4.97671938
BGD	1975	6.728	0.713	77854351	Asia	NA	NA
BGD	1980	6.326	1.315	88016432	Asia	NA	NA
BGD	1985	5.539	1.941	100253825	Asia	NA	NA
BGD	1990	4.506	2.399	111633717	Asia	NA	NA
BGD	1995	3.588	3.112	122600370	Asia	NA	NA
BGD	2000	3.279	4.328	134544304	Asia	12.1	1.80504513
BGD	2005	2.846	5.273	144715786	Asia	NA	2.05873919
BGD	2010	2.38	6.238	152201981	Asia	26.5	2.28807664
BGD	2015	2.227	6.783	159383179	Asia	NA	2.27217698
ARM	1995	2.067	10.692	3307581	Asia	93.1	NA
ARM	2000	1.3	10.8	3221100	Asia	96.8	4.19581175
ARM	2005	1.3	10.903	3146400	Asia	97.8	5.8618803
ARM	2010	1.5	11.037	3044800	Asia	99.5	9.23538303
ARM	2015	1.6	11.884	3004600	Asia	NA	10.11762714
BRB	1970	3.079	8.464	249387	Americas	NA	NA
BRB	1975	2.447	7.827	251175	Americas	NA	NA
BRB	1980	1.777	7.6	251524	Americas	NA	NA
BRB	1985	1.769	8.323	255820	Americas	NA	NA
BRB	1990	1.842	8.773	258582	Americas	NA	NA
BRB	1995	1.704	9.122	262039	Americas	100	NA
BRB	2000	1.933	9.364	262063	Americas	98	5.33187246
BRB	2005	1.738	9.617	268706	Americas	100	6.77536297
BRB	2010	1.785	9.883	275243	Americas	NA	6.77094746
BRB	2015	1.726	10.148	278990	Americas	99	6.81827545
BEL	1960	2.54	7.167	9153489	Europe	NA	NA
BEL	1965	2.61	7.26	9463667	Europe	NA	NA
BEL	1970	2.25	7.716	9655549	Europe	NA	NA
BEL	1975	1.74	8.124	9800700	Europe	NA	NA
BEL	1980	1.68	8.711	9859242	Europe	NA	NA
BEL	1985	1.51	9.23	9858308	Europe	NA	NA
BEL	1990	1.62	9.864	9967379	Europe	NA	NA
BEL	1995	1.56	10.571	10136811	Europe	NA	NA
BEL	2000	1.67	10.939	10251250	Europe	NA	7.99917603
BEL	2005	1.76	11.099	10478617	Europe	NA	9.22216892
BEL	2010	1.86	11.308	10895586	Europe	NA	10.20009708
BEL	2015	1.7	11.763	11274196	Europe	NA	10.79679203
BTN	1960	6.704	NA	224084	Asia	NA	NA
BTN	1965	6.679	NA	261200	Asia	NA	NA
BTN	1970	6.65	NA	308528	Asia	NA	NA
BTN	1975	6.62	NA	365791	Asia	NA	NA
BTN	1980	6.511	NA	433404	Asia	NA	NA
BTN	1985	6.176	NA	508392	Asia	NA	NA
BTN	1990	5.604	NA	589287	Asia	NA	NA
BTN	1995	4.624	NA	547989	Asia	NA	NA
BTN	2000	3.378	NA	596863	Asia	27.3	4.13867903
BTN	2005	2.726	NA	661865	Asia	52.3	3.83308983
BTN	2010	2.252	NA	701632	Asia	64.5	3.29502344
BTN	2015	1.835	NA	740618	Asia	89	3.48926425
BOL	1960	6.273	2.408	3702323	Americas	NA	NA
BOL	1965	6.182	2.838	4109796	Americas	NA	NA
BOL	1970	6.004	3.217	4590010	Americas	NA	NA
BOL	1975	5.748	3.803	5137539	Americas	NA	NA
BOL	1980	5.474	4.785	5758900	Americas	NA	NA
BOL	1985	5.153	5.793	6416185	Americas	NA	NA
BOL	1990	4.9	6.805	7130142	Americas	NA	NA
BOL	1995	4.409	7.322	7874676	Americas	NA	NA
BOL	2000	3.991	8.014	8606326	Americas	67.3	4.39554119
BOL	2005	3.558	8.143	9360754	Americas	NA	5.07408142
BOL	2010	3.213	8.041	10182345	Americas	NA	5.20230532
BOL	2015	2.886	9.364	11014705	Americas	88.8	6.55064964
BIH	1995	1.669	NA	3715564	Europe	NA	NA
BIH	2000	1.282	NA	4159771	Europe	98.9	7.98265457
BIH	2005	1.203	NA	4096493	Europe	99.9	9.05223751
BIH	2010	1.26	NA	3811472	Europe	99.9	9.01888275
BIH	2015	1.322	NA	3518541	Europe	99.9	9.24086571
BWA	1970	6.55	2.294	590334	Africa	NA	NA
BWA	1975	6.613	2.878	720380	Africa	NA	NA
BWA	1980	6.292	3.34	937485	Africa	NA	NA
BWA	1985	5.482	5.471	1121945	Africa	NA	NA
BWA	1990	4.509	7.615	1305696	Africa	NA	NA
BWA	1995	3.792	8.474	1498836	Africa	NA	NA
BWA	2000	3.294	9.044	1677382	Africa	98.5	6.10838556
BWA	2005	3.082	9.449	1839877	Africa	94	5.26532936
BWA	2010	3.135	9.826	2033111	Africa	99.1	6.26718187
BWA	2015	3.008	10.199	2203273	Africa	99.7	6.10287762
BRA	1960	6.051	2.342	72388126	Americas	NA	NA
BRA	1965	5.677	2.661	83817583	Americas	NA	NA
BRA	1970	4.934	3.11	95375651	Americas	NA	NA
BRA	1975	4.415	2.783	107619565	Americas	NA	NA
BRA	1980	4.037	3.027	121207461	Americas	NA	NA
BRA	1985	3.48	4.227	135515595	Americas	NA	NA
BRA	1990	2.896	5.144	149143223	Americas	NA	NA
BRA	1995	2.567	5.996	161735073	Americas	NA	NA
BRA	2000	2.247	6.933	174018282	Americas	98.6	8.33457184
BRA	2005	1.942	7.813	184688101	Americas	98.6	8.03539562
BRA	2010	1.786	8.397	193701929	Americas	98.9	7.94516611
BRA	2015	1.777	8.829	201675532	Americas	98.2	8.90929985
BLZ	1985	4.997	8.043	163796	Americas	NA	NA
BLZ	1990	4.802	8.993	183076	Americas	NA	NA
BLZ	1995	3.876	9.639	204146	Americas	79	NA
BLZ	2000	3.633	10.202	240799	Americas	90.2	3.09182477
BLZ	2005	3.173	10.793	279731	Americas	89.3	3.55393219
BLZ	2010	2.552	11.332	320245	Americas	94	4.49390221
BLZ	2015	2.433	11.33	356333	Americas	93.5	4.66880131
SLB	1980	6.768	NA	238135	Oceania	NA	NA
SLB	1985	6.375	NA	282455	Oceania	NA	NA
SLB	1990	5.74	NA	331435	Oceania	85	NA
SLB	1995	5.335	NA	384733	Oceania	NA	NA
SLB	2000	4.757	NA	440469	Oceania	NA	4.82778931
SLB	2005	4.411	NA	483080	Oceania	NA	9.01794529
SLB	2010	4.341	NA	532968	Oceania	NA	4.6645078699999996
SLB	2015	4.291	NA	639415	Oceania	86.2	4.44853306
BRN	1985	3.612	6.747	218919	Asia	NA	NA
BRN	1990	3.29	7.392	255292	Asia	NA	NA
BRN	1995	2.787	7.892	291195	Asia	96.2	NA
BRN	2000	2.398	8.223	326424	Asia	99.2	2.5479064
BRN	2005	2.024	8.518	358916	Asia	99.7	2.23386168
BRN	2010	1.937	8.851	392332	Asia	99.8	2.27826095
BRN	2015	1.947	9.134	422212	Asia	100	2.38708901
BGR	1960	2.31	4.84	7867374	Europe	NA	NA
BGR	1965	2.09	4.45	8204168	Europe	NA	NA
BGR	1970	2.17	6.225	8489574	Europe	NA	NA
BGR	1975	2.23	7.118	8720742	Europe	NA	NA
BGR	1980	2.05	7.914	8861535	Europe	NA	NA
BGR	1985	1.97	8.592	8960547	Europe	NA	NA
BGR	1990	1.82	8.661	8718289	Europe	99.1	NA
BGR	1995	1.23	9.359	8406067	Europe	98.9	NA
BGR	2000	1.26	9.769	8170172	Europe	99.8	5.82970953
BGR	2005	1.37	10.725	7658972	Europe	99.4	6.89011478
BGR	2010	1.57	11.173	7395599	Europe	99.5	7.09477949
BGR	2015	1.64	11.333	6984225	Europe	93.4	7.39363575
MMR	1960	5.901	0.894	21730250	Asia	NA	NA
MMR	1965	5.912	1.013	24279431	Asia	NA	NA
MMR	1970	5.682	1.15	27193016	Asia	NA	NA
MMR	1975	5.249	1.338	30176565	Asia	NA	NA
MMR	1980	4.789	1.985	33227204	Asia	NA	NA
MMR	1985	4.316	2.556	36622827	Asia	NA	NA
MMR	1990	3.504	2.95	39817251	Asia	NA	NA
MMR	1995	3.127	3.468	42605338	Asia	NA	NA
MMR	2000	2.813	4.025	45290841	Asia	NA	2.12591195
MMR	2005	2.515	4.607	47438365	Asia	NA	2.48261595
MMR	2010	2.335	5.349	49024382	Asia	70.6	2.08368421
MMR	2015	2.266	5.861	51089056	Asia	NA	5.47780561
BDI	1965	7.113	0.595	3141367	Africa	NA	NA
BDI	1970	7.214	0.706	3530432	Africa	NA	NA
BDI	1975	7.244	0.805	3796612	Africa	NA	NA
BDI	1980	7.353	0.983	4383706	Africa	NA	NA
BDI	1985	7.294	1.105	5034042	Africa	NA	NA
BDI	1990	7.365	1.366	5587052	Africa	NA	NA
BDI	1995	7.184	1.756	6066316	Africa	NA	NA
BDI	2000	6.872	2.178	6470194	Africa	25.2	4.22181606
BDI	2005	6.708	2.496	7587299	Africa	31.8	7.56016588
BDI	2010	6.26	3.067	9376444	Africa	60.3	11.28196716
BDI	2015	5.695	2.921	11047580	Africa	NA	6.29022646
BLR	1995	1.406	NA	10193831	Europe	99.9	NA
BLR	2000	1.317	NA	9979610	Europe	99.9	5.28088045
BLR	2005	1.252	NA	9663915	Europe	100	6.07036304
BLR	2010	1.494	NA	9483836	Europe	99.9	5.65694332
BLR	2015	1.724	NA	9461076	Europe	NA	6.06528044
KHM	1960	6.313	0.574	5449966	Asia	NA	NA
KHM	1965	6.267	0.745	6072289	Asia	NA	NA
KHM	1970	6.071	1.029	6639182	Asia	NA	NA
KHM	1975	4.103	1.378	6581371	Asia	NA	NA
KHM	1980	5.774	1.718	5199872	Asia	NA	NA
KHM	1985	6.313	1.942	6043783	Asia	NA	NA
KHM	1990	5.642	2.248	7374752	Asia	NA	NA
KHM	1995	5.076	2.492	10018497	Asia	43.3	NA
KHM	2000	3.794	2.84	12462336	Asia	31.8	6.48248434
KHM	2005	3.238	3.486	13439202	Asia	43.8	6.15047693
KHM	2010	2.859	4.225	14500726	Asia	71	5.62713194
KHM	2015	2.729	4.207	15623251	Asia	NA	4.62506533
CMR	1960	5.725	0.503	5159057	Africa	NA	NA
CMR	1965	5.796	0.769	5704686	Africa	NA	NA
CMR	1970	6.197	1.097	6449793	Africa	NA	NA
CMR	1975	6.401	1.72	7397120	Africa	NA	NA
CMR	1980	6.613	2.37	8512219	Africa	NA	NA
CMR	1985	6.564	3.083	9761730	Africa	NA	NA
CMR	1990	6.362	3.823	11331821	Africa	NA	NA
CMR	1995	5.919	4.494	13058516	Africa	NA	NA
CMR	2000	5.514	5.024	14912631	Africa	56	4.29573393
CMR	2005	5.421	5.419	17074594	Africa	NA	3.77274442
CMR	2010	5.154	5.964	19668066	Africa	NA	3.57742167
CMR	2015	4.841	6.496	22763414	Africa	NA	4.12600517
CAN	1960	3.811	8.644	17909356	Americas	NA	NA
CAN	1965	3.115	8.813	19678000	Americas	NA	NA
CAN	1970	2.258	9.359	21324000	Americas	NA	NA
CAN	1975	1.824	9.866	23143275	Americas	NA	NA
CAN	1980	1.74	10.258	24515667	Americas	NA	NA
CAN	1985	1.67	10.159	25842116	Americas	NA	NA
CAN	1990	1.83	10.677	27691138	Americas	NA	NA
CAN	1995	1.67	11.114	29302311	Americas	99.4	NA
CAN	2000	1.51	11.435	30685730	Americas	99.3	8.24814415
CAN	2005	1.58	12.635	32242732	Americas	98.8	9.03540611
CAN	2010	1.65	12.915	34005902	Americas	98.5	10.70405102
CAN	2015	1.6	13.097	35704498	Americas	97.9	10.76850224
CPV	1980	6.375	NA	323301	Africa	NA	NA
CPV	1985	5.921	NA	347365	Africa	NA	NA
CPV	1990	5.36	NA	375428	Africa	NA	NA
CPV	1995	4.494	NA	418104	Africa	54	NA
CPV	2000	3.545	NA	453317	Africa	NA	4.43401194
CPV	2005	2.726	NA	485115	Africa	77.5	4.47569275
CPV	2010	2.329	NA	509784	Africa	98.5	4.08108234
CPV	2015	1.968	NA	512394	Africa	91.4	4.40073681
CAF	1965	6.028	0.317	1877854	Africa	NA	NA
CAF	1970	6.027	0.402	2097505	Africa	NA	NA
CAF	1975	5.877	0.592	2313916	Africa	NA	NA
CAF	1980	6.13	0.956	2450535	Africa	NA	NA
CAF	1985	6.119	1.253	2600932	Africa	NA	NA
CAF	1990	6.049	1.694	2871910	Africa	NA	NA
CAF	1995	5.943	2.077	3348052	Africa	45.9	NA
CAF	2000	5.851	2.373	3833416	Africa	31.7	4.3808217
CAF	2005	5.812	2.633	4288810	Africa	NA	4.22857571
CAF	2010	5.963	2.939	4492995	Africa	40	3.56699872
CAF	2015	6.126	2.991	4629320	Africa	NA	5.03434181
LKA	1960	5.352	3.362	9661389	Asia	NA	NA
LKA	1965	4.934	3.814	10916965	Asia	NA	NA
LKA	1970	4.387	5.997	12287110	Asia	NA	NA
LKA	1975	3.816	6.464	13548984	Asia	NA	NA
LKA	1980	3.725	6.811	14847974	Asia	NA	NA
LKA	1985	2.895	7.59	15544154	Asia	NA	NA
LKA	1990	2.541	8.698	16352458	Asia	NA	NA
LKA	1995	2.353	9.747	17564068	Asia	NA	NA
LKA	2000	2.213	10.786	19293054	Asia	96	4.10818672
LKA	2005	2.263	10.869	20216524	Asia	NA	3.87908745
LKA	2010	2.134	10.731	20879089	Asia	NA	3.7414515
LKA	2015	2.09	11.189	20970000	Asia	NA	3.6826396
TCD	1965	6.337	NA	3374220	Africa	NA	NA
TCD	1970	6.528	NA	3727828	Africa	NA	NA
TCD	1975	6.876	NA	4167234	Africa	NA	NA
TCD	1980	6.908	NA	4515453	Africa	NA	NA
TCD	1985	7.037	NA	5096269	Africa	NA	NA
TCD	1990	7.219	NA	5982833	Africa	NA	NA
TCD	1995	7.29	NA	7089064	Africa	NA	NA
TCD	2000	7.249	NA	8512093	Africa	13.7	4.00526953
TCD	2005	7.134	NA	10328092	Africa	NA	3.55289602
TCD	2010	6.99	NA	12312575	Africa	16.6	3.04079008
TCD	2015	6.706	NA	14647621	Africa	24.3	3.41504669
CHL	1960	4.697	5.094	8153350	Americas	NA	NA
CHL	1965	4.364	5.564	9012938	Americas	NA	NA
CHL	1970	3.778	6.035	9845344	Americas	NA	NA
CHL	1975	3.182	6.598	10671559	Americas	NA	NA
CHL	1980	2.744	7.069	11508550	Americas	NA	NA
CHL	1985	2.592	7.819	12395274	Americas	NA	NA
CHL	1990	2.579	8.589	13437176	Americas	NA	NA
CHL	1995	2.353	8.884	14527381	Americas	99.5	NA
CHL	2000	2.046	9.333	15503635	Americas	99.8	7.00020742
CHL	2005	1.825	9.943	16348778	Americas	99.8	6.62372065
CHL	2010	1.844	10.389	17181464	Americas	99.8	6.81958389
CHL	2015	1.737	10.543	18047625	Americas	99.7	8.3513937
CHN	1960	4.451	2.109	667070000	Asia	NA	NA
CHN	1965	6.605	2.704	715185000	Asia	NA	NA
CHN	1970	6.085	3.511	818315000	Asia	NA	NA
CHN	1975	3.571	4.152	916395000	Asia	NA	NA
CHN	1980	2.739	4.997	981235000	Asia	NA	NA
CHN	1985	2.633	5.695	1051040000	Asia	NA	NA
CHN	1990	2.514	6.218	1135185000	Asia	94	NA
CHN	1995	1.588	6.678	1204855000	Asia	89.3	NA
CHN	2000	1.628	7.145	1262645000	Asia	96.6	4.50828123
CHN	2005	1.624	7.527	1303720000	Asia	97.5	4.17605019
CHN	2010	1.687	7.888	1337705000	Asia	99.6	4.23068333
CHN	2015	1.67	8.347	1379860000	Asia	99.9	4.93827963
TWN	1960	NA	2.391	NA	Asia	NA	NA
TWN	1965	NA	2.9	NA	Asia	NA	NA
TWN	1970	NA	3.904	NA	Asia	NA	NA
TWN	1975	NA	5.135	NA	Asia	NA	NA
TWN	1980	NA	6.517	NA	Asia	NA	NA
TWN	1985	NA	7.507	NA	Asia	NA	NA
TWN	1990	NA	8.503	NA	Asia	NA	NA
TWN	1995	NA	9.348	NA	Asia	NA	NA
TWN	2000	NA	10.099	NA	Asia	NA	NA
TWN	2005	NA	11.161	NA	Asia	NA	NA
TWN	2010	NA	11.67	NA	Asia	NA	NA
TWN	2015	NA	12.344	NA	Asia	NA	NA
COL	1960	6.735	2.989	15606209	Americas	NA	NA
COL	1965	6.333	3.348	18169050	Americas	NA	NA
COL	1970	5.276	3.818	20811782	Americas	NA	NA
COL	1975	4.398	4.268	23344644	Americas	NA	NA
COL	1980	3.798	4.927	26104498	Americas	NA	NA
COL	1985	3.225	5.565	29268470	Americas	NA	NA
COL	1990	2.995	6.128	32440069	Americas	80.6	NA
COL	1995	2.85	6.674	35804662	Americas	84.5	NA
COL	2000	2.574	7.151	39089934	Americas	86.1	5.63529348
COL	2005	2.309	7.618	42128977	Americas	90.7	6.06710577
COL	2010	2.01	9.419	44777319	Americas	94.8	7.07130194
COL	2015	1.771	9.492	46969940	Americas	99	7.52338505
COM	1980	7.154	NA	337721	Africa	NA	NA
COM	1985	7.021	NA	388352	Africa	NA	NA
COM	1990	6.505	NA	444596	Africa	NA	NA
COM	1995	5.73	NA	490586	Africa	NA	NA
COM	2000	5.227	NA	536080	Africa	61.8	7.52074909
COM	2005	5.012	NA	592677	Africa	NA	6.12670708
COM	2010	4.755	NA	654836	Africa	NA	4.99181557
COM	2015	4.42	NA	726682	Africa	NA	4.60089922
COG	1965	6.229	0.916	1207880	Africa	NA	NA
COG	1970	6.376	1.336	1397638	Africa	NA	NA
COG	1975	6.356	2.44	1627032	Africa	NA	NA
COG	1980	6.065	3.224	1828985	Africa	NA	NA
COG	1985	5.587	4.111	2059311	Africa	NA	NA
COG	1990	5.266	4.926	2380560	Africa	NA	NA
COG	1995	5.068	5.289	2749461	Africa	NA	NA
COG	2000	4.724	5.33	3151345	Africa	NA	1.50500846
COG	2005	4.669	5.371	3696393	Africa	83.4	1.71774101
COG	2010	4.851	5.562	4462290	Africa	NA	1.85172856
COG	2015	4.607	5.674	5097581	Africa	91.2	2.45668483
COD	1960	NA	NA	NA	Africa	NA	NA
COD	1965	6.21	0.346	17427802	Africa	NA	NA
COD	1970	6.329	0.523	20137436	Africa	NA	NA
COD	1975	6.419	0.787	23021101	Africa	NA	NA
COD	1980	6.495	1.148	26711099	Africa	NA	NA
COD	1985	6.612	1.53	31264816	Africa	NA	NA
COD	1990	6.649	2.219	36684063	Africa	NA	NA
COD	1995	6.676	2.449	44433704	Africa	NA	NA
COD	2000	6.702	2.608	50507442	Africa	NA	1.46594739
COD	2005	6.526	2.912	58775724	Africa	NA	3.98558235
COD	2010	6.587	3.207	68563038	Africa	74.1	3.72224283
COD	2015	6.437	5.469	81035531	Africa	NA	3.74785447
CRI	1960	6.712	3.934	1327496	Americas	NA	NA
CRI	1965	5.96	4.227	1586208	Americas	NA	NA
CRI	1970	4.585	4.029	1838949	Americas	NA	NA
CRI	1975	3.804	5.275	2092719	Americas	NA	NA
CRI	1980	3.583	6.22	2390633	Americas	NA	NA
CRI	1985	3.511	6.859	2741894	Americas	NA	NA
CRI	1990	3.167	7.28	3121706	Americas	NA	NA
CRI	1995	2.779	7.616	3535176	Americas	NA	NA
CRI	2000	2.413	8.029	3937739	Americas	96.6	6.56498718
CRI	2005	2.038	8.608	4261240	Americas	98.5	6.66429663
CRI	2010	1.827	8.616	4555962	Americas	95.3	8.02937698
CRI	2015	1.797	8.759	4818038	Americas	90	7.59196186
HRV	1995	1.58	8.752	4620030	Europe	99.9	NA
HRV	2000	1.39	9.851	4468302	Europe	99.9	7.65291882
HRV	2005	1.5	11.122	4310145	Europe	99.9	6.83877182
HRV	2010	1.46	11.875	4295427	Europe	99.9	7.96871901
HRV	2015	1.41	12.01	4151725	Europe	99.9	6.65469885
CUB	1960	4.129	4.139	7238081	Americas	NA	NA
CUB	1965	4.504	4.635	8030797	Americas	NA	NA
CUB	1970	3.981	5.389	8824382	Americas	NA	NA
CUB	1975	2.824	6.259	9479726	Americas	NA	NA
CUB	1980	1.637	7.525	9804796	Americas	NA	NA
CUB	1985	1.772	8.417	10157228	Americas	NA	NA
CUB	1990	1.806	9.053	10631799	Americas	99.8	NA
CUB	1995	1.481	9.482	10925362	Americas	99.8	NA
CUB	2000	1.608	9.839	11109109	Americas	99.9	6.58189821
CUB	2005	1.486	10.369	11262554	Americas	99.9	8.75525475
CUB	2010	1.673	11.097	11297409	Americas	99.9	10.6880827
CUB	2015	1.685	11.299	11275065	Americas	99.9	12.81404305
CYP	1975	2.107	6.372	659405	Asia	NA	NA
CYP	1980	2.298	7.351	683076	Asia	NA	NA
CYP	1985	2.432	8.426	731277	Asia	NA	NA
CYP	1990	2.402	9.46	788351	Asia	100	NA
CYP	1995	2.032	10	862695	Asia	100	NA
CYP	2000	1.638	10.648	947667	Asia	97.9	5.30800056
CYP	2005	1.479	9.747	1036151	Asia	99.3	5.43580961
CYP	2010	1.434	11.787	1127816	Asia	98.6	6.50055742
CYP	2015	1.323	12.088	1219502	Asia	97.1	6.79382181
CSK	1960	NA	NA	NA	NA	NA	NA
CSK	1965	NA	NA	NA	NA	NA	NA
CSK	1970	NA	NA	NA	NA	NA	NA
CSK	1975	NA	NA	NA	NA	NA	NA
